City,Tags,State,Old_age,Young_age,link 1,Avg Expense Per Day,historical & heritage,city,pilgrimage,hill station,beach,lake & backwater,adventure / trekking,wildlife,waterfall,nature & scenic,keys,description
Dras,Nature & Scenic  | Hill Station ,Jammu & Kashmir,1,1,https://www.holidify.com/places/dras/,3532,0,0,0,1,0,0,0,0,0,1,dras,"  Dras, a town of the Kargil district in the union territory of Jammu and Kashmir is often called the 'Gateway to Ladakh'. It is located at the height of 3230m and lies on National Highway 1D leading to Srinagar. The stunning Dras is the coldest place in India and second coldest place (the first being Siberia) inhabited in the world, with temperatures dropping to as low as -45 degree celsius. Intensely beautiful and numbingly cold, Dras is blessed with ethereal natural beauty. Snowy, rugged terrain, scenic mountains and calm environment characterise this frosty hamlet. Dras is popular as a trekking base where people stopover during their trek from Minamarg to Amarnath via Zojila Pass. The three famous pinnacles tiger hills, the three pimples and Tololing can be viewed from Dras.The Pakistani troops occupied this paradise during the Kargil war in 1999. The battle continued for about two months during which course several Army men died. But the Indian army recaptured Dras and to commemorate their sacrifice, Dras war memorial was built which is today, the main attraction of this village."
Dachigam National Park,Nature & Scenic | Adventure / Trekking | Pilgrimage,Jammu & Kashmir,1,1,https://www.holidify.com/places/dachigam-national-park/,2836,0,0,1,0,0,0,1,0,0,1,dachigam-national-park,"  With lush green environs, beautiful flora and some of the rarest fauna, Dachigam National Park, in Jammu and Kashmir is a natural treasure. Dachigam stands for 'ten villages', which is kept in memory of the ten village communities that had to be relocated to create the catchment area and the park. Situated 22km from the main town of Srinagar, the national park is India's most elevated forest reserve at an altitude of 1700m to 4300m above sea level and is spread over a sprawling 141 sqkms. Right from the Himalayan grey langur that feeds on the barks of trees to the rare Himalayan brown bear to Pygmy Owlets to the predators, the leopards. You shall not be disappointed one bit because Dachigam is always prepared to show you all of its beauty."
Pulwama,Nature & Scenic  | Hill Station ,Jammu & Kashmir,1,1,https://www.holidify.com/places/pulwama/,1961,0,0,0,1,0,0,0,0,0,1,pulwama,"  Pulwama is a small town in Pulwama district in the northern state of Jammu and Kashmir. Situated at a distance of 25 km from Srinagar, Pulwama is the 6th largest city in the state. Popularly known as the ""Anand of Kashmir"" loosely translated to the delight of Kashmir, this place has apple orchards, waterfalls, natural springs and scenic valleys. The city is otherwise famous for the numerous opportunities for adventure junkies, like mountaineering and trekking in summers and skiing and snowboarding in winters. "
Baltal,Nature & Scenic  | Hill Station | Lake & Backwater,Jammu & Kashmir,1,1,https://www.holidify.com/places/baltal/,3545,0,0,0,1,0,1,0,0,0,1,baltal,"  Set at an altitude of 2743 m, Baltal suffices as a halt destination just about perfectly for all the religious Amarnath Cave pilgrims. At a distance of 14 kms from Amarnath, this place serves as the base camp for devotees with adequate arrangements of pitch tents to spend the night. Apart from this, Baltal is also renowned for its absolutely picturesque environment. It is in close proximity to renowned towns like Srinagar, Pahalgam and Sonamarg."
Madikeri,Nature & Scenic  | Hill Station ,Karnataka,1,1,https://www.holidify.com/places/madikeri/,3586,0,0,0,1,0,0,0,0,0,1,madikeri,"  Generally covered as a part of trips to Coorg, Madikeri is a hill town in Karnataka with vast coffee plantations, lush forests and misty hills, all culminating into a breathtaking view. Located in Kodagu District around 6 hours from Bengaluru, Madikeri is a perfect weekend getaway. There is no pollution, no noise to hurt your ears and the cool breeze that accompanies you throughout makes your trip memorable. The most famous place of Madikeri is Raja's Seat- a famous viewpoint from where you can grab all the striking beauty of Madikeri at one go. Madikeri fort and various water cascades are among the other must-visits of the place. Spend a couple of days in the beautiful homestays and Airbnb for a rejuvenating experience. Madikeri, apart from being a refreshing summer retreat, is also famous for its coffee plantations, which are one of its kind in India. No wonder why Madikeri is also famous as 'Karnataka's Coffee Capital.' Renowned for its coffee plantations, this is one of the best places for coffee lovers. To get the real feel you can stay at one of the homestays situated on the coffee estates. You can also take Plantation Tours and help out in berry picking on the fields."
Dubare,Nature & Scenic | Adventure / Trekking ,Karnataka,1,1,https://www.holidify.com/places/dubare/,5888,0,0,0,0,0,0,1,0,0,1,dubare,"  Dubare is an untamed beauty, popular for its elephant training camp where visitors can watch, learn about and get involved in a number of activities with the elephants creating a unique, enjoyable and memorable experience. It has a hilly terrain with backwaters which are also the host of a number of activities such as trekking, fishing and rafting. Two most popular attractions are the Dubare Elephant Camp and Nisargadama. A natural island nestled by the Cauvery river, amidst forest and wildlife and a number of adventure activities, Dubare is an experience you shouldn't miss.  "
Coimbatore,City | Adventure / Trekking ,Tamil Nadu,1,1,https://www.holidify.com/places/coimbatore/,1831,0,1,0,0,0,0,1,0,0,0,coimbatore,"  Often termed as 'Manchester of South India', Coimbatore, the second-largest city in Tamil Nadu, photographically situated on the banks of River Noyyal. Coimbatore, also known as Kovai, is a welcoming area with the backdrop of hustle-bustle and charm of activity and industry. From ancient temples to classy new buildings, from breathtaking mountains to jaw-dropping waterfalls, from mouth-watering cuisine to pleasant weather all year round, Coimbatore has everything you could possibly need to make for a perfect holiday experience. Coimbatore is home to a massive 112 feet tall statue of Lord Shiva, known as the Adiyogi Shiva Statue. Featured in the Guinness Book of World Records, this architectural masterpiece is a very popular tourist spot in Coimbatore and stands as a symbol of self-transformation and inner peace.  Camping and trekking are very popular things to do in Coimbatore, so if you’re looking for a thrill, don’t forget to check out the most exciting trekking trails that the city has to offer, such as the Dhoni Hills, the Vellari Mala, the Perumal Peak, and the Thalaiyar Falls trek. The official name of Coimbatore has been changed to Koyampuththoor. It was done to change the name of the city closer its original name in Tamil."
Kolukkumalai,Nature & Scenic  | Hill Station ,Tamil Nadu,1,1,https://www.holidify.com/places/kolukkumalai/,4513,0,0,0,1,0,0,0,0,0,1,kolukkumalai,"  Kolukkumalai is a small village in the Theni District of Tamil Nadu, on the border of Idukki District, Kerala. At 7,000 ft above sea level, it is home to the highest tea plantations in the world. The natural beauty here is intoxicating, promising a beautiful sunrise overlooking the Palani hills. The aromatic breeze in this hill-station is unique and fresh, causing the tea in the Kolukkumalai Tea Estate to be special, and guests to feel special. "
Vagamon,Nature & Scenic  | Hill Station ,Kerala,1,1,https://www.holidify.com/places/vagamon/,3449,0,0,0,1,0,0,0,0,0,1,vagamon,"  Located near Kottayam-Idukki Border, Wagamon, popularly known as Vagamon, is a quiet offbeat hill station in Kerala. With a pleasant climate throughout the year, this breathtaking tourist spot has meandering rivulets and lush green hills surrounding it. The tea garden, pine forests, waterfalls, mesmerising meadows are all that makes Vagamon the perfect getaway.  Vagamon is gradually gaining attention for being one of India’s topmost adventure tourism spot, with activities such as trekking, rock climbing and paragliding being offered to tourists. Cycling through the mountains is another interesting activity that visitors can participate in to get a better feel of the place. The Kerala Tourism Department and the Adventure Sports and Sustainable Tourism Academy (AASTA) celebrates an International Paragliding festival in Vagamon each year, which is very popular with both the tourists as well as the locals."
Kumily,Nature & Scenic  | Adventure / Trekking |  Wildlife ,Kerala,1,1,https://www.holidify.com/places/kumily/,2743,0,0,0,0,0,0,1,1,0,1,kumily,"  Separating Kerala and Tamil Nadu, this quaint little town is best known for its plantation walks, diverse wildlife, boating and trekking and its Ayurvedic massages. Expansive spice gardens enthral tourists. One must also visit the Kalari Centre where performers perform the unique martial arts form of Kalaripayattu. The primary tourist attraction here are the plantations and a walk through them is sure to give you an enjoyable experience. One can also enjoy boating and trekking as well as watching the huge variety of wildlife. Another place to visit is the Abraham's Spice Garden."
Peerumedu,Nature & Scenic  | Hill Station |  Adventure / Trekking,Kerala,1,1,https://www.holidify.com/places/peermede/,5141,0,0,0,1,0,0,1,0,0,1,peermede,"  Blessed with lots of green cover, beautiful rolling hills, wandering streams and gurgling waterfalls; Peermede is a small bewitching hill station of Kerala, pure and pristine. Perched at an altitude of 915 m above the sea level, the town has many hidden treasure troves waiting to be uncovered. Peermede, lying in Idukki District also comprises sprawling spreads of tea, coffee, rubber and cardamom. The place being home to various types of tribes like Malapandaram, Malayarayan and Orali exhibits a rustic essence of blending cultures. Peermede is also adorned with an amazing twist from past. The town derives its name from a Sufi saint named Peer Mohammad who is said to be linked with the royal family of Travancore. With lots of beautiful trekking trails, this town is an ideal place for families, adventure buffs and honeymooners. The undulating scenic vistas of the region attract tourists in large number from all over the country seeking for an unforgettable experience."
Shoghi,Nature & Scenic  | Hill Station | Pilgrimage,Himachal Pradesh,1,1,https://www.holidify.com/places/shoghi/,4082,0,0,1,1,0,0,0,0,0,1,shoghi,"  While Shimla is being flooded by tourists every year, a serene, calm and epitome of beauty lies near it, waiting to be discovered. Shoghi, a small hill station just 13 Kms. from Shimla is abundant in natural scenic beauty and a large variety of flora and fauna. This small town offers from attractive old temples to adrenaline-teasing activities and its famous fruit made products. Amazing weather throughout the year, perfect accommodation facilities in the vicinity and just right surrounding to rejuvenate your mind, all contributes to make your vacation to this stunning place a dream come true."
Narkanda,Nature & Scenic  | Hill Station |  Adventure / Trekking ,Himachal Pradesh,1,1,https://www.holidify.com/places/narkanda/,3241,0,0,0,1,0,0,1,0,0,1,narkanda,"  Surrounded by forests and woodlands, Narkanda is a quaint little town in Shimla district which is popular for skiing in winters. Situated at a height of 9000 feet, this town attracts tourists for its ethereal natural beauty and its beautiful apple orchards. Surrounded by tropical forests and majestic hills, this is one place that tourists to Himachal Pradesh should not miss. Narkanda also has a lake called the Tannu Jabar Lake which is one of the most important tourist attraction here. There also exists a temple near the lake which is a must visit for all tourists and devotees coming here. Narkanda also has various trekking routes which all adventure-seekers should go for. Narkanda has a beautiful hill called Hatu Nag which one can trek up to. This hill offers a panoramic view of the town below and all adventure lovers travelling to this town should try it. One can also go for skiing during the winters."
Mashobra,Nature & Scenic  | Hill Station ,Himachal Pradesh,1,1,https://www.holidify.com/places/mashobra/,4547,0,0,0,1,0,0,0,0,0,1,mashobra,"  Mashobra is a lush green expanse in Himachal Pradesh, tucked away at a height of about 7700 feet, ensuring minimal human obstruction in the course of nature to provide you with the most pure and liberating experience of your lifetime.  Mashobra's proximity to Shimla makes it a perfect alternative for people who are looking for a peaceful little hill-station. With just about enough resorts and enchanting natural bounty, come to Mashobra if you have a for a lazy weekend outing or a week long vacation."
Chail,Nature & Scenic  | Hill Station ,Himachal Pradesh,1,1,https://www.holidify.com/places/chail/,4140,0,0,0,1,0,0,0,0,0,1,chail,"  Chail is a quiet hill station close to Shimla, known for the world's highest cricket ground and the heritage hotel, Chail Palace, in the midst of pine and deodar trees. Surrounded by lush greenery and mesmerizing views from such a great height, known as a hiker's paradise, Chail is bound to give a tourist a memorable travelling experience to a tourist. This place is famous for having the world's highest cricket and polo grounds and has a luxurious resort situated on three hilltops. Once the summer capital of the Patiala Kings, the palace has now been converted into a hotel and a tourist destination. One must also visit the Chail Wildlife Sanctuary here. This is the quintessential destination for tourists looking for a calm and relaxed vacation away from the more bustling and crowded tourist destinations in this state."
Chamoli,Nature & Scenic  | Hill Station | Wildlife ,Uttarakhand,1,1,https://www.holidify.com/places/chamoli/,2681,0,0,0,1,0,0,0,1,0,1,chamoli,"  Sitting in the lap of nature, Chamoli is often referred to as the ""Abode of Gods"" as it has a strong bond with spirituality, seen from local astounding legends. Chamoli is a blessed place where the beauty of nature combined with its fascinating culture births serenity. The people here are satisfied living amidst the breathtakingly tall mountains and beautiful, dense valleys. Home to temples across the entire village, this beautiful place is also renowned as the birth place of the Chipko Movement. Enriched with flora and fauna, this village offers mesmerizing panoramic vistas that evidence depth and devotion to nature. People here survive on tourism and other small businesses. Due to its surroundings, Chamoli attracts explorers and nature-lovers. Chamoli's natural trails and laid-back lifestyle make it a perfect destination for all those who want to get a break from the luxuries of heavily commercial areas. Mana, the neighbouring village, is power packed with a similar atmospehere, promising nature, Hindu shrines and some amazing trek trails."
Guptakashi,Nature & Scenic  | Hill Station | Pilgrimage,Uttarakhand,1,1,https://www.holidify.com/places/guptakashi/,3268,0,0,1,1,0,0,0,0,0,1,guptakashi,"  The temple town of Guptakashi is located at a distance of 47 kms from the holy town of Kedarnath. Perched at an elevation of 1319 m above the sea level, Guptakashi enjoys the mesmerising backdrop of the enchanting snow-covered peaks of Chaukhamba mountains. It houses two ancient temples namely Vishwanath Temple dedicated to Lord Shiva and Ardhnareshwar Temple. Manikarnika Kund is another popular destination in the town. In fact, Guptkashi serves as a perfect stopover for those travelling to Kedarnath. The fantastic weather, lush green forests and captivating views of Chaukhmaba Range along with its rich past and heritage, the town is a wholesome package for vacation makers. Situated 47 kms before Kedarnath, the holiest shrine of Lord Shiva, this town is bestowed with great religious significance. It is perched at an elevation of 1319 m above the sea level housing two ancient temples namely Vishwanath Temple dedicated to Lord Shiva and Ardhnareshwar Temple. Manikarnik Kund is another popular destination in the town. In fact Guptkashi serves as a perfect stopover for those travelling to Kedarnath. The amazing weather, lush green forests and captivating views of Chaukhmaba Range along with its rich past and heritage, the town is a wholesome package for vacation makers."
Dhanaulti,Nature & Scenic  | Hill Station ,Uttarakhand,1,1,https://www.holidify.com/places/dhanaulti/,3610,0,0,0,1,0,0,0,0,0,1,dhanaulti,"  With minimal human intrusion, without overloading or overwhelming your senses or expectations, Dhanaulti slowly seeps into your conscience like a long lost pleasant dream, bringing with it comfort and quiet, and giving you the much needed break from your humdrum routine life. Located at a distance of 62 km from Mussoorie, this little town in Uttarakhand is an offbeat destination located at a height of about 2200 meters above sea level."
Kaza,Nature & Scenic  | Hill Station | Lake & Backwater,Himachal Pradesh,1,1,https://www.holidify.com/places/kaza/,1844,0,0,0,1,0,1,0,0,0,1,kaza,"  Kaza, sitting huddled in the corner of Himachal Pradesh is a tranquil getaway on the plains of the Spiti River. Lapped by majestic mountains covered in snow, meandering and bubbling rivers and streams and picturesque barren landscape with scattered patches of green, Kaza is a dream destination. It is divided in to two parts: old and new Kaza, each accommodating government offices and king's palace respectively. Monasteries, Gompas and other historic wonders add charm to this already magical city. Today, this city is a wonderful blend of modernity and unique ancient culture that will leave you enchanted with its mystery."
Cuttack,City,Odisha,1,1,https://www.holidify.com/places/cuttack,1624,0,1,0,0,0,0,0,0,0,0,cuttack,"  Referred to as the cultural capital of Odisha, Cuttack is a commercial city with plenty of impressive tourist attractions. Cuttack is the second-largest city in Odisha and the former capital as well. Local handicrafts of this state are displayed and traded in this very city. Cuttack is always buzzing with cultural activities and plays host to a variety of festivals like the Baliyatra, which commemorates the ancient trade links the countries like Java, Bali and Sumatra, Durga Puja and the Kite Festival which is held in the month of January. Cuttack is also known as the silver city because of its famous silver work. SurCuttack is a highly-planned city and has a number of tourist attractions which will make a person's trip here a memorable one."
Digha,Nature & Scenic | Beach,West Bengal,1,1,https://www.holidify.com/places/digha/,1920,0,0,0,0,1,0,0,0,0,1,digha,"  Beach town situated on the shores of Bay of Bengal, Digha is a popular tourist destination known for its untouched beaches and scenic views, especially among people in West Bengal. Digha is a one-stop destination for families looking forward to spend a pleasurable weekend. One of the best features of this hamlet is its varied and diverse tourist attraction spots. Known for its magnificent beaches, religious temples and high-tech research centers and museums, this most popular sea resort of West Bengal has a lot to offer for people of all age groups. Digha's sceneries can also offer you the pleasure experienced in witnessing areas that have minimal human impact and are relatively untouched."
Sundarbans National Park,Wildlife,West Bengal,1,1,https://www.holidify.com/places/sundarban-national-park/,1986,0,0,0,0,0,0,0,1,0,0,sundarban-national-park,"  Known for hosting the biggest mangrove forests in the world, Sundarbans National Park is located in West Bengal, India. It is also a Tiger Reserve and a Biosphere reserve that provides a complete nature's circle to the tourist right from 'Royal Bengal tigers' to roaring rivers and beautiful estuaries. Sundarbans National Park is a part of Sundarban delta that is covered with Mangrove Forest and the largest population of the Bengal Tigers. It is a UNESCO world heritage site with a large variety of birds and reptiles including salt-water crocodile. Shared between India and Bangladesh, the Sundarbans meaning beautiful forest, have been declared a UNESCO heritage site. This area has a silent charm that manages to amaze one with the simplicity and naturalness of its ecological balance in spite of offering habitat to some of the most dynamic and awe-inspiring flora and fauna. They are in fact the last remaining stands of the mighty jungles which once covered the Gangetic plain and the sustainability of this natural structure is pretty majestic. Since 1966, the Sundarbans have been a wildlife sanctuary, and it is estimated that there are over 400 Royal Bengal Tigers and about 30, 000 spotted deer in the area.This forest has the largest number of Sundari trees. Sundarbans epitomize wilderness with its meandering rivers, springs, creeks and estuaries. It is a declared Tiger Reserve, home to the Royal Bengal Tiger- an almost extinct species who swim in the saline water and are often man-eating varieties. Other endangered species in the Bioreserve are Batagur baska, King Crabs, Olive Ridley and Turtle. You can also find the jungle fowl, giant lizards, spotted deer, wild boar and crocodiles in these forests. The Siberian ducks are another famous attraction here. Besides this, there are over 64 varieties of Mangroves such as Goran, Genwa, Dhundal, Garjan, Kankra, Sundari and Passur. Make sure to hit the Nilkamalor Hiron Point and Katka viewpoints that offer fantastic views of animals in the wilderness. Also, enjoy the mud-flats called Chargheri Char where you can enjoy coastal trekking."
Ganga Sagar (Sagardwip),Pilgrimage,West Bengal,1,1,https://www.holidify.com/places/sagardwip/,1343,0,0,1,0,0,0,0,0,0,0,sagardwip,"  Sagardwip is a small island, a part of the Sunderbans group of islands. Sagardwip is at the confluence of the holy river Ganga (Ganges) and the Bay of Bengal, making it one of the most popular religious havens of the country. There are numerous legends attached to the Ganga and its origin on Earth. Due to its religious connotations, Ganga is one of the most sacred rivers in the world. And the point where Ganga meets the sea is considered holy by Hindus. Thousands of Pilgrims make way to Sagardwip, every year in mid-January, to take a holy dip in the river during the Ganga Sagar Fair. The Ganga Sagar Fair is the second most attended fair in the world, after the popular Kumbh Mela. If you want to get a taste of India's elaborate culture and beliefs, Sagardwip is meant for you."
Sambalpur,Nature & Scenic | Wildlife | Pilgrimage,Odisha,1,1,https://www.holidify.com/places/sambalpur,3135,0,0,1,0,0,0,0,1,0,1,sambalpur,"  Sambalpur is the gateway to the western zone of Orissa. It abounds in prolific rivers, lavish hills, lush green forests and affluent wildlife. It is a beautiful amalgamation of modernity and culture. Holding a significant historical importance, the place also has a flourishing textile and handloom industry popular for its unique patterns and style. In addition to that, Sambalpur has a flourishing tribal life with exclusive exquisite folk songs-dances and culture. Sambalpur got its name from Devi Samaleswari who is the main goddess of the region. One can also visit wildlife parks here to enjoy the beauty of nature that Sambalpur has in plenty. The area is known for the world famous Hirakud Dam which is the main attraction for the tourists here. There are also several temples holding great significance, with people coming from all over with a strong sense of faith and the holy deity bestowing happiness and wealth upon the devotees. Sambalpur is the biggest city of western Odisha and is famous for the number of freedom fights that took place here which make this place historically important too.Sambalpur is famous for its handlooms and textile industry. This place is popular for its Sambalpuri Sarees. Gole Bazaar is the main shopping centre. Price can range from a few hundred to a hundred thousand rupees. There are many shops in the city, but the most famous shops can be spotted in Gole Bazar. An emerging Big Bazar and a whole complex in the City Centre mall is on Modipara road."
Rourkela,Nature & Scenic | City,Odisha,1,1,https://www.holidify.com/places/rourkela,1361,0,1,0,0,0,0,0,0,0,1,rourkela,"  Surrounded by hills and rivers, the city of Rourkela is located in the state of Odisha. Popularly called as the 'Steel City of Odisha' and Ispat Nagar, it is one of the first cities of the country to become commercialized for steel production.  Rourkela’s natural positioning in the lap of nature makes it an offbeat tourist location for the people of nearby areas. Rich in naturally occurring minerals, Rourkela has also been blessed with a variety of relief features and natural tourist destinations. Falling in the Sundergarh district of Odisha, Rourkela is considered as a stopover destination, before visiting the other popular destinations nearby. It also holds great religious significance due to its prominence in epics like the Ramayana and Mahabharata."
Yercaud,Hill Station,Tamil Nadu,0,1,https://www.holidify.com/places/yercaud,3278,0,0,0,1,0,0,0,0,0,0,yercaud,"  Nestled in the Shivaroy Hills of Tamil Nadu, Yercaud is a hill station in the Eastern Ghats steeped in abundant greenery. Commonly called ‘Ooty of the Poor’, this region has a history dating back to the time of the British. Located at an altitude of 4970 feet, Yercaud is known for its vast expanses of coffee plantations and great weather. Yercaud lake is the main point of attraction of the region.One of the many highlights is the summer festival that takes place in May. It is dedicated to Lord Servarayan, the supreme god of the ranges and gives visitors a glimpse into the rich heritage of this region."
Bhedaghat,Waterfall,Madhya Pradesh,0,1,https://www.holidify.com/places/bhedaghat,2342,0,0,0,0,0,0,0,0,1,0,bhedaghat,"  Bhedaghat is known for the Dhuandar Falls (Dhuan means smoke and Dhar means flow), a huge cascade of water that falls from a height of 98 feet. Boating in Bhedaghat especially during the moonlit night would surely make up for an unforgettable experience. The boatmen of these place are storytellers that will tell you about the place in the form of interesting stories.Also regarded as the Marble Rocks of Bhedaghat, this small town has earned a reputation for the massive 100 ft rocks on either side of the Narmada. Bhedaghat is in close proximity of one of the major cities of Madhya Pradesh of Jabalpur The other notable attractions include 64 Yogini Temple and 'Bandar Kudini', a spot where two cliffs are so close to each other that monkeys hop over from one side to another."
Varkala,Nature & Scenic | Beach,Kerala,1,1,https://www.holidify.com/places/varkala,1666,0,0,0,0,1,0,0,0,0,1,varkala,"  Varkala is a coastal town in the southern part of Kerala known for the unique 15m high 'Northern Cliff' adjacent to the Arabian Sea. It is popular for its hippie culture, shacks on the cliff serving great seafood and playing global music and the samadhi of Kerala's saint Sree Narayana Guru. Varkala is also known for Jardana Swami Temple, also known as Dakshin Kashi. Varkala has some of the best pristine beaches, hills, lakes, forts, lighthouses, natural fisheries and springs - all of this together makes this town a little paradise. You will also find a lot of shops with signboards in Hebrew selling Yoga mats, oxidised silver jewellery and harem pants made of cotton. Ayurvedic spas, affordable resorts, hostels, clean beaches make it a must-visit city of Kerala."
Poovar,Lake & Backwater | Beach,Kerala,0,1,https://www.holidify.com/places/poovar,1786,0,0,0,0,1,1,0,0,0,0,poovar,"  Poovar is a small rustic town situated 27 kms from Thiruvananthapuram with unspoilt, unexplored golden sand beaches and beautiful backwaters of Kerala. Also known as a fishing village, the tranquil Poovar island lies between the Arabian Sea and the Neyyar River. Hiring a boat, (especially during the sunset)that will take you through the mangrove forest of backwaters is a must-do activity. The boat ride costs around INR 3000- INR 4000. The town has some of the beautiful resorts and hotels that are known for the hospitality they offer. Poovar beach is secluded and is only accessible by a boat. Swimming is allowed here throughout the year except for the monsoon months"
Bekal,Lake & Backwater | Beach | Historical & Heritage,Kerala,1,1,https://www.holidify.com/places/bekal,3509,1,0,0,0,1,1,0,0,0,0,bekal,"  Located on the west of the Malabar coastline, Bekal is a small town in the Kasargod district of Kerala. It is famous for its beaches, backwaters, forts and some tourists spots. Bekal is home to the largest fortress in Kerala. It's one of the primary landmarks of Kasargod district. Shaped like a giant keyhole, the Bekal fort is bordered by the Arabian on three sides. A set of 45 caves called the Nityanandashram caves, Kappil Beach and Chandragiri fort are few of the other major attractions. Bekal was also selected as one among the top ten travel destinations by Lonely Planet. The nearest airport is at Mangalore while the nearby railway station is in Kanhangad. "
Kollam,Lake & Backwater | Beach | Historical & Heritage | Nature & Scenic,Kerala,1,1,https://www.holidify.com/places/kollam,3122,1,0,0,0,1,1,0,0,0,1,kollam,"  A treasure trove of natural wonders and historical edifices, Kollam is an enchanting town with backwaters and picturesque landscapes. Located 70kms away from Thiruvananthapuram, Kerala, Kollam is a commercial centre and home to India’s cashew producing industry. Popularly known as Quilon, it is often regarded as the gateway to the backwaters of Kerala. It sits on the bank of the Ashtamudi Lake, hence, cruising along the Alappuzha route is one of the main highlights of the region. With a history dating back to the 9th century, Kollam was a prominent spice trading centre. It is one of the oldest ports in the Arabian Sea that lies on the southwest coast which was frequented by iconic merchants, missionaries and explorers including Marco Polo, Ibn Battuta, Vasco da Gama, Henrique Henriques and many more. Venture the lesser-known path, and this beautiful city on India’s Malabar Coast is sure to enchant you."
Palakkad,Lake & Backwater | Nature & Scenic,Kerala,1,1,https://www.holidify.com/places/palakkad,3843,0,0,0,0,0,1,0,0,0,1,palakkad,"  The quaint town of Palakkad in central Kerala boasts of picturesque landscape, tranquil scenery and clear backwaters. Also known as Palghat, Pallakad is located near a wide low pass in the Western Ghats mountain ranges. Palakkad is the land of Palmyras and Paddy Fields and is famous as the chief granary of Kerala. Palakkad gets its name from pala trees which once dominated the area. This is the area which links Kerala to Tamil Nadu and perhaps does so in a cultural sense too, since the language spoken in the villages here is Tamil, unlike the rest of the state where Malayalam is prevalent. Palakkad is known for the ruins of Tipu Sulthan's Fort, four dams and one of the first amusement parks of Kerala - Fantasy Park. Some other locations that can be visited in the area include the Palakkad Fort, Silent Valley National Park, Pothundy Dam, Jain Temple, Dhoni waterfalls, Walayar Dam etc."
Thalassery,Historical & Heritage | Nature & Scenic,Kerala,1,1,https://www.holidify.com/places/thalaserry-tellicherry,2704,1,0,0,0,0,0,0,0,0,1,thalaserry-tellicherry,"  Fondly known as Tellichery, Thalassery is a coastal town of Kerala nestled at the shore of Arabian Sea and immersed in the vibrant culture. Steeped in rich history and heritage, this town was one of the earliest British settlements in the state.  Thalassery owns several credits in its basket when it comes to panoramic views, the reflection of its glorious past and nature's beauty. Apart from being a home to many famous circus owners and artists including Gemini and Bharath, this charming town is also renowned for its bakeries. One can witness several bakeries in the region exhibiting the sweet tooth of the inhabitants. Besides all this, Thalassery also showcases the relics of the past left behind with all grace and poise. The place is a paradise for history buffs and nature lovers. Make sure you make the most of the trip which will leave no leaf unturned to enchant you."
Nelliyampathy,Hill Station | Nature & Scenic,Kerala,0,1,https://www.holidify.com/places/nelliyampathy,3827,0,0,0,1,0,0,0,0,0,1,nelliyampathy,"  With plenty of unexplored treasures, Nelliyampathy is a hill station located near the Kerala and Tamil Nadu border offering bounty of nature and lush green surroundings of tea, coffee and cardamom plantations. The town is also ornamented with a variety of flora, fauna and picturesque tourist attractions.  A perfect place for eco-tourism and romantic holidays, the region comprises of peaks of altitude ranging from 500m to 1600m providing an incredible trekking trail for adventure buffs. Apart from this, Nenmara Vellanghy vela take place in the month of April. It is one of the most colourful festivals celebrated on the shores of Kerala with great vigour and enthusiasm. Bestowed with the best of all the elements, Nelliyampathy is a perfect getaway for all kind for vacationers."
Vythiri,Wildlife | Waterfall | Nature & Scenic,Kerala,0,1,https://www.holidify.com/places/vythiri,3525,0,0,0,0,0,0,0,1,1,1,vythiri,"  62 kms off Kozhikode is Vythiri, a popular resort town famous for its old world charm of cottages, log huts & tree house accommodations cosily nestled in the forests of Wayanad. Situated at an altitude of 700 metres, Vythiri in Wayanad comprises of 18 villages. Vythiri is an ideal tourist destination with little cottages and resorts ornamenting its pleasant surroundings. It is the place to be in if one wants to step back a little into the past and experience the simpler cottage life while having the urban and modern facilities available on demand to create a truly enjoyable experience. The Pookot Lake, Chembara Peak, Soojipara & Meenmutty Falls and theÊMuthangaWildlife Sanctuary are its major attractions."
Nilambur,Nature & Scenic | Wildlife | Waterfall,Kerala,0,1,https://www.holidify.com/places/nilambur,2905,0,0,0,0,0,0,0,1,1,1,nilambur,"  Enriched with raw nature, a unique blend of culture, exquisite art forms and shadows of colonial rule, Nilambur is located in Malappuram District of Kerala. Nestled at the bank of Chaliyar River in proximity to Nilgiri Range, this small town is popularly known as 'Land of Teak Plantations'. Blessed with vibrant shades of natural beauty, the region is clustered with exotic wildlife and showcases vivid illustrations of past through several royal residencies. Nilambur, covered under vast tracks of the forest has many kinds of wood mushrooming around other than teak. Venteak, rosewood and mahogany are the other few types of wood that flourish in the area. Pleasant weather is the last thread that makes this town a perfect destination for all kind of vacation makers.Nilambur boasts of a colonial influence backed by vast stretches of rainforests, gushing waterfalls, royal mansions and ancient tribal settlements. There are plenty of sightseeing options in and around Nilambur. This includes Conolly’s Plot, The Teak Museum, Vellamthode Falls and Adyanpara Falls. The much-revered Kovilakam Temple attracts thousands of devotees every year."
