City,description,processed_text
Munnar,"  Munnar is a popular hill-station of Kerala perched at an altitude of 1600 metres in the Western Ghats. Famous for its tea estates, various shades of green, blankets of mist and craggy peaks, Munnar is aptly known as the 'Kashmir of South India'. Situated on the banks of three rivers- Madupetti, Nallathanni and Periavaru, Munnar is also blessed with natural view-points apart from the tea-plantations. Munnar is divided into Old Munnar, where the tourist information office is, and Munnar, where the bus station and most guest houses are located. The Eravikulam National Park, Salim Ali Bird Sanctuary and tea plantations are its major attractions.",munnar popular hill station kerala perch altitude 1600 metres western ghats famous tea estates various shade green blanket mist craggy peak munnar aptly know kashmir south india situate bank three rivers madupetti nallathanni periavaru munnar also bless natural view point apart tea plantations munnar divide old munnar tourist information office munnar bus station guest house locate eravikulam national park salim ali bird sanctuary tea plantations major attractions
Shirdi,"  The home of great saint Sai Baba, Shirdi is a religious site close to Nasik with various temples apart from the famous Sai Baba temple and a few historical sites. Located in the Ahmednagar district of Maharashtra, Shirdi holds a strong importance as a holy and pilgrim place by Sai Baba devotees. The small town is filled with religious spots and activities which will soothe and calm your soul on its visit. The air here carries chants lingering with spirituality and the whole grandness about the same too will leave you spellbound. There are many religious places to be seen in Shirdi such as Chavadi, Samadhi Mandir, Dwarkamai masjid, Shani Shignapur, to name a few.",home great saint sai baba shirdi religious site close nasik various temples apart famous sai baba temple historical sit locate ahmednagar district maharashtra shirdi hold strong importance holy pilgrim place sai baba devote small town fill religious spot activities soothe calm soul visit air carry chant linger spirituality whole grandness leave spellbind many religious place see shirdi chavadi samadhi mandir dwarkamai masjid shani shignapur name
Manali,"  Nestled in between the snow-capped slopes of the Pir Panjal and the Dhauladhar ranges, Manali is one of the most popular hill stations in the country. With jaw-dropping views, lush green forests, sprawling meadows carpeted with flowers, gushing blue streams, a perpetual fairy-tale like mist lingering in the air, and a persistent fragrance of pines - Manali has been blessed with extraordinary scenic beauty. From museums to temples, from quaint little hippie villages to bustling upscale streets, river adventures to trekking trails, Manali has every reason to be the tourist magnet it is, all year round. Swaying eucalyptus trees, endearing little eateries, small kitschy local market places, and cafes which serve delicious local food at unbelievable prices, Old Manali is a serene, tranquil place, whose lingering silence is broken only by the twittering of the birds and the sound of the roaring waters of the Kullu River.Solang Valley is the of the most visited places in Manali, with the drive up to Solang being as picturesque as the valley itself. Not only does Solang Valley offer some breathtaking views of the surrounding landscape, but its slopes are also a very popular skiing destination, especially during the winters. In summers, the place turns into a paragliding haven. If you're an adventure enthusiast, Solang Valley has adrenaline-pumping activities such as zorbing and horse-riding available.With more than 25 lakh visitors every year, Rohtang Pass easily stands out as one of the most famous scenic spots to visit in Manali. Connecting the Lahaul and Kullu valleys, the Rohtang Pass is famous among nature lovers, photographers and adventure seekers alike. Mountain biking or skiing whilst surrounded by the awe-inspiring glaciers and snow-capped peaks on all sides is an exhilarating experience.",nestle snow cap slop pir panjal dhauladhar range manali one popular hill station country jaw drop view lush green forest sprawl meadows carpet flower gush blue stream perpetual fairy tale like mist linger air persistent fragrance pin manali bless extraordinary scenic beauty museums temples quaint little hippie villages bustle upscale streets river adventure trek trail manali every reason tourist magnet year round sway eucalyptus tree endear little eateries small kitschy local market place cafes serve delicious local food unbelievable price old manali serene tranquil place whose linger silence break twitter bird sound roar water kullu river solang valley visit place manali drive solang picturesque valley solang valley offer breathtaking view surround landscape slop also popular ski destination especially winter summer place turn paragliding adventure enthusiast solang valley adrenaline pump activities zorbing horse rid available 25 lakh visitors every year rohtang pass easily stand one famous scenic spot visit manali connect lahaul kullu valleys rohtang pass famous among nature lovers photographers adventure seekers alike mountain bike ski whilst surround awe inspire glaciers snow cap peak side exhilarate experience
Alleppey,"  Officially called Alappuzha, Alleppey is a city in the South Indian state of Kerala. Bordering the Laccadive Sea, it is known for its wide network of interlinking, palm-fringed canals called backwaters and rejuvenating Ayurvedic resorts. Allepey is also popular for its Houseboat cruises that pass through the serene backwaters, where you can catch glimpses of green paddy fields, choir making activities, beautiful avifauna and witness the life of locals in Kerala.  Towards the shore lies the Alleppey beach in the Arabian Sea, a beautiful example of the gems you’d find along the Malabar Coast. The appeal of this beach is only amplified by the history attached to it, and a walk down the 137-year old pier is a must. Be sure to catch a traditional snake boat race in the months of August and September and try out some toddy (palm wine) at a local toddy shop for adding a touch of authenticity to your travel experience in Allepey.",officially call alappuzha alleppey city south indian state kerala border laccadive sea know wide network interlink palm fringe canal call backwaters rejuvenate ayurvedic resort allepey also popular houseboat cruise pass serene backwaters catch glimpse green paddy field choir make activities beautiful avifauna witness life locals kerala towards shore lie alleppey beach arabian sea beautiful example gems find along malabar coast appeal beach amplify history attach walk 137 year old pier must sure catch traditional snake boat race months august september try toddy palm wine local toddy shop add touch authenticity travel experience allepey
Somnath,"  Somnath, literally meaning 'lord of the moon' is a pilgrim center and is home to one of the 12 Jyotirlingas. It is a town which derives much of its identity from the mythology, religion, and legends that surround it. Primarily a temple town, Somnath is a place where a strong scent of religion and legends lingers around tourism and even daily life. Its spiritual environment is ornamented by the huge number of temples in the area, however, Somnath also offers beaches, museums and other attractions. While the Somnath temple and Somnath beach are the primary places to visit here, Gita Mandir, Balukha Tirtha, Kamnath Mahadev Temple, Somnath Museum are some of the other places that one can visit.",somnath literally mean lord moon pilgrim center home one 12 jyotirlingas town derive much identity mythology religion legends surround primarily temple town somnath place strong scent religion legends linger around tourism even daily life spiritual environment ornament huge number temples area however somnath also offer beach museums attractions somnath temple somnath beach primary place visit gita mandir balukha tirtha kamnath mahadev temple somnath museum place one visit
Ajanta Caves,"  Ajanta and Ellora caves, considered to be one of the finest examples of ancient rock-cut caves, are located near Aurangabad in Maharashtra, India. Ajanta and Ellora caves complex is adorned with beautiful sculptures, paintings, and frescoes and include Buddhist monasteries, Hindu and Jain temples. The Ajanta caves are 29 in number and were built between the 2nd century BC and 6th century AD, whereas the Ellora Caves are more spread out and 34 in number and dates to the period between 6th and 11th Century AD. Ajanta and Ellora caves are designated as UNESCO World Heritage Sites and are quite popular among travelers worldwide. Ajanta Caves, located around 99km north of Aurangabad, are mostly Buddhist sites and were used as a retreat by Buddhist Monks. Ellora is just 15 km west of Aurangabad and has a better mix of Hindu, Jain, and Buddhist sites. These hand-carved caves were built and sponsored by the Indian rulers of those periods and almost buried by thick forests. One of the most famous places in the entire Ajanta and Ellora Caves is the Kailash Temple, which is also the single most massive monolithic structure globally. These rock-cut caves containing carvings are some of the best examples of ancient Indian architecture and sculpture.",ajanta ellora cave consider one finest examples ancient rock cut cave locate near aurangabad maharashtra india ajanta ellora cave complex adorn beautiful sculpture paint fresco include buddhist monasteries hindu jain temples ajanta cave 29 number build 2nd century bc 6th century ad whereas ellora cave spread 34 number date period 6th 11th century ad ajanta ellora cave designate unesco world heritage sit quite popular among travelers worldwide ajanta cave locate around 99km north aurangabad mostly buddhist sit use retreat buddhist monks ellora 15 km west aurangabad better mix hindu jain buddhist sit hand carve cave build sponsor indian rulers periods almost bury thick forest one famous place entire ajanta ellora cave kailash temple also single massive monolithic structure globally rock cut cave contain carve best examples ancient indian architecture sculpture
Nainital,"  The gem of Uttarakhand - Nainital is a charming hill station that sits prettily at the green foothills of the Kumaon ranges in the Himalayas. Located at an elevation of around 1938 metres, Nainital is located and developed around the beautiful Naini Lake, after which the town is named. The most visited hill station in North India, Nainital is a perfect weekend getaway from the Indian capital of Delhi and the nearby places. Founded by the British due to its resemblance to the Cumbrian Lake District, Nainital brims with elegant colonial structures that amplify the beauty of this place. It experiences a pleasant climate throughout the year, making Nainital a tourist getaway, especially preferred by families and honeymooners. The Naini Lake, along with the other lakes in the area, has earned this town the title of ‘City of Lakes’. The most popular activity for tourists visiting Nainital is boating the in Naini Lake, while few others visit for trekking in the surrounding mountain regions.Whether you want to go boating on the beautiful Naini Lake, relish some local delicacies, shop at the Tibetan Market and Mall Road, or take a ropeway ride to soak in the beauty of the Himalayas from Snow View Point, Nainital is sure to leave an imprint on you that will last a lifetime.",gem uttarakhand nainital charm hill station sit prettily green foothills kumaon range himalayas locate elevation around 1938 metres nainital locate develop around beautiful naini lake town name visit hill station north india nainital perfect weekend getaway indian capital delhi nearby place found british due resemblance cumbrian lake district nainital brim elegant colonial structure amplify beauty place experience pleasant climate throughout year make nainital tourist getaway especially prefer families honeymooners naini lake along lakes area earn town title city lakes popular activity tourists visit nainital boat naini lake others visit trek surround mountain regions whether want go boat beautiful naini lake relish local delicacies shop tibetan market mall road take ropeway ride soak beauty himalayas snow view point nainital sure leave imprint last lifetime
Amritsar,"  Home of the glorious Golden Temple, the iconic city of Amritsar, portrays the heroic character of the Punjab. A day in this peaceful city starts with the spiritual prayers from Gurudwaras. The original name of first the ancient lake, then of the temple complex, and later the surrounding city, meaning ""pool of ambrosial nectar."" Amritsar is the spiritual and cultural centre of the Sikh Religion. Baisakhi festival brings out Amritsar's resplendent face with its finest food, clothes and merry-making. This place is also famous for its Jallianwala Bagh massacre and its proximity to Wagah Border. The satiating food and generous dollops of legendary Punjabi hospitality further connive to cast a spell upon the visitor. From the Operation Blue Star in the Golden Temple to the tragedy of the Jallianwala Bagh massacre, Amritsar has seen the worst of situations and yet emerged like a phoenix through testing times. Amritsar today is a thriving city with active trade and tourism industries. One of the most agriculturally productive cities of India, Amritsar is well connected with most of the important cities of India.",home glorious golden temple iconic city amritsar portray heroic character punjab day peaceful city start spiritual prayers gurudwaras original name first ancient lake temple complex later surround city mean pool ambrosial nectar amritsar spiritual cultural centre sikh religion baisakhi festival bring amritsar resplendent face finest food clothe merry make place also famous jallianwala bagh massacre proximity wagah border satiate food generous dollops legendary punjabi hospitality connive cast spell upon visitor operation blue star golden temple tragedy jallianwala bagh massacre amritsar see worst situations yet emerge like phoenix test time amritsar today thrive city active trade tourism industries one agriculturally productive cities india amritsar well connect important cities india
Darjeeling,"  Jaw-dropping locales, mesmerising sunrises, the untouched beauty of the hills, the old-world charm of the past, and the welcoming smiles of the local people all add up to make Darjeeling one of the most beautiful hill stations in Eastern part of India. Spread over a steep mountain ridge, nestled amidst acres of lush green tea plantations, Darjeeling stands at the height of 2,050 meters above sea level, thus boasting of cool climes all year round. This scenic hill station is the perfect getaway for a romantic honeymoon and is just around 700 kilometres away from Kolkata. A respite from the hot and humid summers of India, Darjeeling is a popular tourist destination in North-East India. Providing a heady mixture of splendid tea gardens on rolling mountain slopes, meandering toy train rides through the picturesque city, and delectable traditional Tibetan cuisine, Darjeeling works wonders to cater to the gorgeous panorama of the Himalayas.There is a reason the city is known as the 'Queen of the Himalayas'. The lush green slopes dotted with women plucking tea leaves is a sight as mesmerising as no other. There are over 86 tea estates in Darjeeling that are responsible for producing the worldwide famous 'Darjeeling Tea'. Have a cup of locally brewed chai at the tea estate, or get down amidst the plantations to pluck a few tea leaves yourself, you are free to take your pick!A previous summer capital of India under the British Raj, Darjeeling has come off age as one of the most sought after hill stations in India. Famous for its beautiful tea plantations and the quality of Darjeeling tea, Darjeeling is a delight for all kind of tourists. The toy train established back in 1881, still runs in this part and is also one of the UNESCO World Heritage sites. Beautiful colonial architecture including mansions and churches dot this little beautiful town. Filled with people from Tibet, Nepal, nearby Indian states and the Gorkhas, Darjeeling is brimming with cultural diversity. The third highest peak in the world and the highest in India, the Kanchenjunga peak is clearly visible from here and you can enjoy a panoramic view of the peak. Some of Darjeeling's most popular attractions include monasteries, botanical gardens, a zoo, and the Darjeeling-Rangeet Valley Passenger Ropeway cable car which happens to be the longest Asian cable car. Darjeeling is a wonderful place to walk around and explore the tea estates, villages, and markets.",jaw drop locales mesmerise sunrises untouched beauty hill old world charm past welcome smile local people add make darjeeling one beautiful hill station eastern part india spread steep mountain ridge nestle amidst acres lush green tea plantations darjeeling stand height 2 050 meter sea level thus boast cool climes year round scenic hill station perfect getaway romantic honeymoon around 700 kilometres away kolkata respite hot humid summer india darjeeling popular tourist destination north east india provide heady mixture splendid tea garden roll mountain slop meander toy train rid picturesque city delectable traditional tibetan cuisine darjeeling work wonder cater gorgeous panorama himalayas reason city know queen himalayas lush green slop dot women pluck tea leave sight mesmerise 86 tea estates darjeeling responsible produce worldwide famous darjeeling tea cup locally brew chai tea estate get amidst plantations pluck tea leave free take pick previous summer capital india british raj darjeeling come age one seek hill station india famous beautiful tea plantations quality darjeeling tea darjeeling delight kind tourists toy train establish back 1881 still run part also one unesco world heritage sit beautiful colonial architecture include mansions church dot little beautiful town fill people tibet nepal nearby indian state gorkhas darjeeling brim cultural diversity third highest peak world highest india kanchenjunga peak clearly visible enjoy panoramic view peak darjeeling popular attractions include monasteries botanical garden zoo darjeeling rangeet valley passenger ropeway cable car happen longest asian cable car darjeeling wonderful place walk around explore tea estates villages market
Rameshwaram,"  Rameshwaram is one of the holiest places in India and is located on a beautiful island. It is separated by a small Pamban channel from Sri Lanka. According to the Hindu mythology, this is the place where Lord Rama created a bridge across the sea to Sri Lanka. Rameshwaram is located on a beautiful island in the lower side of India. Lord Shiva too is worshipped in this place. Renowned for its magnificent prakaras with massive sculptured pillars on either side, The Ramanathaswamy Temple houses the longest corridor in the world. Agniteertham is famous for its sacred waters and Pilgrims perform poojas in honour of their ancestors at this seashore. The Five-faced Hanuman Temple holds the floating stone which was used to build the bridge between India and Sri Lanka.",rameshwaram one holiest place india locate beautiful island separate small pamban channel sri lanka accord hindu mythology place lord rama create bridge across sea sri lanka rameshwaram locate beautiful island lower side india lord shiva worship place renowned magnificent prakaras massive sculpture pillars either side ramanathaswamy temple house longest corridor world agniteertham famous sacred water pilgrims perform poojas honour ancestors seashore five face hanuman temple hold float stone use build bridge india sri lanka
Pondicherry,"  Pondicherry, officially known as Puducherry, and commonly referred to as just Pondy, is one of the seven Union Territories of India which is bounded by the southern state of Tamil Nadu. This former French colony is a perfect amalgamation of the traditional Indian sensibilities and French architecture, making it a dreamy escape that offers the best of both worlds. The streets of the French Quarter of Pondicherry, also known as White Town, are dotted with charming mustard-yellow colonial structures with bougainvillaea laden walls. These are interspersed with cosy cafes and chic boutiques that offer delectable French cuisine and beverages. Simply strolling down these streets, can give the traveller an insight into the fairytale charm of Pondicherry.Topped with authentic French bakeries, bohemian stores and cobble-stoned paths that are delightful for a leisurely stroll or a bicycle ride, Pondicherry has a lot to offer. So head on down to this dream town of the Indian Coast and chug a few beers (at the Union Territory prices; bid adieu to state taxes) or just read a book in one of the quaint cafes.Come explore the boulevards and rues (the French word for streets) of Pondicherry that will ultimately take you down to the gorgeous seaside promenade, and witness the Bay of Bengal playfully splashing the shores of the famous Rock beach.",pondicherry officially know puducherry commonly refer pondy one seven union territories india bound southern state tamil nadu former french colony perfect amalgamation traditional indian sensibilities french architecture make dreamy escape offer best worlds streets french quarter pondicherry also know white town dot charm mustard yellow colonial structure bougainvillaea lade wall intersperse cosy cafes chic boutiques offer delectable french cuisine beverages simply stroll streets give traveller insight fairytale charm pondicherry top authentic french bakeries bohemian store cobble stone paths delightful leisurely stroll bicycle ride pondicherry lot offer head dream town indian coast chug beers union territory price bid adieu state tax read book one quaint cafes come explore boulevards rue french word streets pondicherry ultimately take gorgeous seaside promenade witness bay bengal playfully splash shore famous rock beach
